Name,Gross Sales Total,Item Discount Total,Sales Less Item Discounts,Percent of Total Sales,Quantity Sold,Percent of Total Quantity Sold,Percent of Major Group Sales,Percent of Family Group Sales,Average Price
Mango Hurricane - R,240.41,0.0,240.41,0.09660995153629154,30.0,0.03147953830010493,0.10254868087103035,0.3091533357337585,8.013666666666667
Strawberry Sunshine - R,140.93,0.0,140.93,0.05663341986610194,17.0,0.017838405036726127,0.06011474395887986,0.18122781749909986,8.290000000000001
Tropical Tornado - R,132.64,0.0,132.64,0.05330204222691946,16.0,0.016789087093389297,0.05657858254953398,0.1705673576462116,8.29
Hawaiian Sunset - R,74.61,-15.14,59.47,0.02389831462028725,9.0,0.00944386149003148,0.025367372619276133,0.07647497556710046,6.607777777777778
Very Berry - R,58.03,0.0,58.03,0.023319643474277268,7.0,0.007345225603357817,0.02475312986542112,0.07462321897021758,8.290000000000001
Mango Hurricane - S,41.23,0.0,41.23,0.01656848010416081,7.0,0.007345225603357817,0.017586964403779298,0.053019392006584024,5.89
Very Berry - S,35.34,0.0,35.34,0.014201554374994981,6.0,0.0062959076600209865,0.015074540917525116,0.045445193148500596,5.890000000000001
Strawberry Sunshine - S,17.67,0.0,17.67,0.007100777187497491,3.0,0.0031479538300104933,0.007537270458762558,0.022722596574250298,5.890000000000001
Tropical Tornado - S,17.67,0.0,17.67,0.007100777187497491,3.0,0.0031479538300104933,0.007537270458762558,0.022722596574250298,5.890000000000001
Pirates Nectar - R,16.58,0.0,16.58,0.006662755278364933,2.0,0.002098635886673662,0.007072322818691748,0.02132091970577645,8.29
Hawaiian Sunset - S,11.78,0.0,11.78,0.00473385145833166,2.0,0.002098635886673662,0.005024846972508371,0.015148397716166863,5.89
Pirates Nectar - S,5.89,0.0,5.89,0.00236692572916583,1.0,0.001049317943336831,0.0025124234862541855,0.0075741988580834314,5.89
Nuttin' Better - R,149.43,0.0,149.43,0.060049187047410864,17.0,0.017838405036726127,0.06374048243649626,0.37777777777777777,8.790000000000001
Strawberry Storm - R,96.69,0.0,96.69,0.03885535632479526,11.0,0.011542497376705142,0.0412438415765564,0.24444444444444444,8.79
