Name,Gross Sales Total,Item Discount Total,Sales Less Item Discounts,Percent of Total Sales,Quantity Sold,Percent of Total Quantity Sold,Percent of Major Group Sales,Percent of Family Group Sales,Average Price
Mango Hurricane - R,232.12,-8.29,223.83,0.09449128035832642,28.0,0.031638418079096044,0.0993453318834469,0.3009640854634199,7.9939285714285715
Strawberry Sunshine - R,99.48,0.0,99.48,0.041996124603700634,12.0,0.013559322033898305,0.04415348083708751,0.13376181576151994,8.290000000000001
Tropical Tornado - R,82.9,0.0,82.9,0.03499677050308386,10.0,0.011299435028248588,0.03679456736423959,0.11146817980126662,8.290000000000001
Pirates Nectar - R,74.61,-5.0,69.61,0.02938631115464014,9.0,0.010169491525423728,0.030895896673398284,0.09359831116967635,7.734444444444445
Mango Hurricane - S,64.79,0.0,64.79,0.02735151701923768,11.0,0.012429378531073447,0.028756574421339966,0.08711729034166543,5.890000000000001
Very Berry - R,49.74,0.0,49.74,0.020998062301850317,6.0,0.006779661016949152,0.022076740418543756,0.06688090788075997,8.290000000000001
Hawaiian Sunset - R,41.45,0.0,41.45,0.01749838525154193,5.0,0.005649717514124294,0.018397283682119795,0.05573408990063331,8.290000000000001
Strawberry Sunshine - S,35.34,0.0,35.34,0.014919009283220552,6.0,0.006779661016949152,0.0156854042298218,0.04751852200454478,5.890000000000001
Tropical Tornado - S,29.45,0.0,29.45,0.012432507736017125,6.0,0.006779661016949152,0.013071170191518166,0.03959876833712065,4.908333333333333
Hawaiian Sunset - S,23.56,0.0,23.56,0.0099460061888137,4.0,0.004519774011299435,0.010456936153214531,0.03167901466969652,5.89
Very Berry - S,23.56,0.0,23.56,0.0099460061888137,4.0,0.004519774011299435,0.010456936153214531,0.03167901466969652,5.89
Nuttin' Better - R,184.59,0.0,184.59,0.07792586088256032,21.0,0.023728813559322035,0.08192894076917957,0.31343283582089554,8.790000000000001
Banana's A Whey - R,149.43,0.0,149.43,0.06308283976207263,18.0,0.020338983050847456,0.06632342824171679,0.2537313432835821,8.301666666666668
Strawberry Storm - R,140.64,0.0,140.64,0.05937208448195071,16.0,0.01807909604519774,0.06242205010985109,0.23880597014925373,8.79
Ripped Berry - R,114.27,0.0,114.27,0.048239818641584956,14.0,0.015819209039548022,0.05071791571425401,0.19402985074626866,8.162142857142857
High Impact Acai - R,92.9,0.0,92.9,0.03921833509935453,10.0,0.011299435028248588,0.04123299527307429,0.4,9.290000000000001
Pomegranate Punch - R,55.74,0.0,55.74,0.02353100105961272,6.0,0.006779661016949152,0.02473979716384457,0.24000000000000002,9.290000000000001
Mind Over Matcha - R,46.45,0.0,46.45,0.019609167549677266,5.0,0.005649717514124294,0.020616497636537143,0.2,9.290000000000001
Acai Avalanche - R,37.16,0.0,37.16,0.01568733403974181,4.0,0.004519774011299435,0.016493198109229713,0.15999999999999998,9.29
Funky Monkey - R,49.74,0.0,49.74,0.020998062301850317,6.0,0.006779661016949152,0.022076740418543756,0.2676063915639963,8.290000000000001
Canadian Colada - R,41.45,0.0,41.45,0.01749838525154193,5.0,0.005649717514124294,0.018397283682119795,0.22300532630333025,8.290000000000001
Berry Cream Sensation - R,24.87,0.0,24.87,0.010499031150925158,3.0,0.003389830508474576,0.011038370209271878,0.13380319578199815,8.290000000000001
Mangosicle - R,24.87,0.0,24.87,0.010499031150925158,3.0,0.003389830508474576,0.011038370209271878,0.13380319578199815,8.290000000000001
Oatrageous Mocha - R,24.87,0.0,24.87,0.010499031150925158,3.0,0.003389830508474576,0.011038370209271878,0.13380319578199815,8.290000000000001
Funky Monkey - S,11.78,0.0,11.78,0.00497300309440685,2.0,0.0022598870056497176,0.005228468076607266,0.0633776295260128,5.89
Pineapple Freeze - R,8.29,0.0,8.29,0.0034996770503083856,1.0,0.0011299435028248588,0.0036794567364239585,0.04460106526066605,8.29
Mangosicle - S ,0.0,0.0,0.0,0.0,1.0,0.0011299435028248588,0.0,0.0,0.0
Pea (Not) Butter 2.0 - R,0.0,0.0,0.0,0.0,1.0,0.0011299435028248588,0.0,0.0,0.0
Brazilian Thunder - R,53.94,0.0,53.94,0.022771119432283996,6.0,0.006779661016949152,0.023940880140254323,0.3000333741239292,8.99
Pomegranate Passion - R,35.96,0.0,35.96,0.015180746288189332,5.0,0.005649717514124294,0.01596058676016955,0.20002224941595284,7.192
Matcha Monsoon - R,26.97,0.0,26.97,0.011385559716141998,3.0,0.003389830508474576,0.011970440070127162,0.1500166870619646,8.99
Ocean Mist - R,26.97,0.0,26.97,0.011385559716141998,3.0,0.003389830508474576,0.011970440070127162,0.1500166870619646,8.99
Matcha Monsoon - S,17.97,0.0,17.97,0.007586151579498395,3.0,0.003389830508474576,0.00797585495217594,0.09995550116809433,5.989999999999999
Ocean Mist - S,11.98,0.0,11.98,0.0050574343863322635,2.0,0.0022598870056497176,0.00531723663478396,0.06663700077872955,5.99
Brazilian Thunder - S,5.99,0.0,5.99,0.0025287171931661317,1.0,0.0011299435028248588,0.00265861831739198,0.03331850038936478,5.99
Tropi-Kale - R,45.45,0.0,45.45,0.0191870110900502,5.0,0.005649717514124294,0.020172654845653674,0.36523625843780133,9.09
Spinach is in it - R,36.36,0.0,36.36,0.015349608872040158,4.0,0.004519774011299435,0.01613812387652294,0.29218900675024106,9.09
Tropi-Kale - S,30.45,0.0,30.45,0.012854664195644192,5.0,0.005649717514124294,0.013515012982401634,0.24469623915139824,6.09
Spinach is in it - S,12.18,0.0,12.18,0.005141865678257676,2.0,0.0022598870056497176,0.005406005192960654,0.0978784956605593,6.09
Lemon Berry - R,35.96,0.0,35.96,0.015180746288189332,4.0,0.004519774011299435,0.01596058676016955,0.6000333722676455,8.99
Gingerbread - R,17.98,0.0,17.98,0.007590373144094666,2.0,0.0022598870056497176,0.007980293380084776,0.30001668613382276,8.99
Lemon Berry - S,5.99,0.0,5.99,0.0025287171931661317,1.0,0.0011299435028248588,0.00265861831739198,0.09994994159853161,5.99
$ Whey Protein,35.0,0.0,35.0,0.014775476086947348,20.0,0.022598870056497175,0.01553449768092142,0.7777777777777778,1.75
$ Pea Protein,4.0,0.0,4.0,0.0016886258385082683,4.0,0.004519774011299435,0.0017753711635338765,0.08888888888888889,1.0
$ Blueberry,1.5,0.0,1.5,0.0006332346894406006,2.0,0.0022598870056497176,0.0006657641863252036,0.03333333333333333,0.75
$ Collagen,1.0,0.0,1.0,0.00042215645962706707,1.0,0.0011299435028248588,0.00044384279088346913,0.022222222222222223,1.0
$ Combo Booster,1.0,0.0,1.0,0.00042215645962706707,2.0,0.0022598870056497176,0.00044384279088346913,0.022222222222222223,0.5
$ Lemon,0.75,0.0,0.75,0.0003166173447203003,1.0,0.0011299435028248588,0.0003328820931626018,0.016666666666666666,0.75
$ Pineapple,0.75,0.0,0.75,0.0003166173447203003,1.0,0.0011299435028248588,0.0003328820931626018,0.016666666666666666,0.75
$ Energy Booster,0.5,0.0,0.5,0.00021107822981353353,1.0,0.0011299435028248588,0.00022192139544173457,0.011111111111111112,0.5
$ Warrior Booster,0.5,0.0,0.5,0.00021107822981353353,1.0,0.0011299435028248588,0.00022192139544173457,0.011111111111111112,0.5
Add Blueberry,0.0,0.0,0.0,0.0,1.0,0.0011299435028248588,0.0,0.0,0.0
Combo Booster,0.0,0.0,0.0,0.0,7.0,0.007909604519774011,0.0,0.0,0.0
Density Booster,0.0,0.0,0.0,0.0,4.0,0.004519774011299435,0.0,0.0,0.0
Energy Booster,0.0,0.0,0.0,0.0,19.0,0.021468926553672316,0.0,0.0,0.0
No Pineapple Juice,0.0,0.0,0.0,0.0,1.0,0.0011299435028248588,0.0,0.0,0.0
No Skim Milk,0.0,0.0,0.0,0.0,1.0,0.0011299435028248588,0.0,0.0,0.0
Power Booster,0.0,0.0,0.0,0.0,8.0,0.00903954802259887,0.0,0.0,0.0
Warrior Booster,0.0,0.0,0.0,0.0,9.0,0.010169491525423728,0.0,0.0,0.0
Wilderness Booster,0.0,0.0,0.0,0.0,3.0,0.003389830508474576,0.0,0.0,0.0
Booster Ball (2),25.65,0.0,25.65,0.01082831318943427,5.0,0.005649717514124294,0.44461778471138846,0.47150735294117646,5.13
Booster Ball (3),20.25,0.0,20.25,0.008548668307448107,3.0,0.003389830508474576,0.3510140405616225,0.37224264705882354,6.75
Booster Ball (4),8.5,0.0,8.5,0.00358832990683007,1.0,0.0011299435028248588,0.14733922690240944,0.15625,8.5
