Name,Gross Sales Total,Item Discount Total,Sales Less Item Discounts,Percent of Total Sales,Quantity Sold,Percent of Total Quantity Sold,Percent of Major Group Sales,Percent of Family Group Sales,Average Price
Mango Hurricane - R,207.25,-8.29,198.96,0.08564750044123787,25.0,0.028058361391694726,0.09092196961041928,0.20280518633287126,7.9584
Strawberry Sunshine - R,190.67,0.0,190.67,0.08207885458951962,23.0,0.025813692480359147,0.08713355420998513,0.19435497023566828,8.29
Mango Hurricane - S,123.69,0.0,123.69,0.05324557363076353,21.0,0.02356902356902357,0.056524620130241045,0.1260804860148414,5.89
Very Berry - R,116.06,-16.58,99.48,0.042823750220618934,14.0,0.015712682379349047,0.04546098480520964,0.10140259316643563,7.105714285714286
Strawberry Sunshine - S,100.13,0.0,100.13,0.04310355960585619,17.0,0.019079685746352413,0.04575802581971894,0.1020651553453478,5.89
Tropical Tornado - R,82.9,0.0,82.9,0.03568645851718245,10.0,0.01122334455667789,0.037884154004341364,0.08450216097202969,8.290000000000001
Very Berry - S,76.57,0.0,76.57,0.032961545580948846,13.0,0.014590347923681257,0.034991431509196834,0.0780498246758542,5.89
Hawaiian Sunset - R,33.16,0.0,33.16,0.014274583406872977,4.0,0.004489337822671156,0.015153661601736543,0.03380086438881187,8.29
Hawaiian Sunset - S,29.45,0.0,29.45,0.012677517531134174,5.0,0.005611672278338945,0.01345824288815263,0.030019163336866998,5.89
Tropical Tornado - S,23.56,0.0,23.56,0.010142014024907338,4.0,0.004489337822671156,0.010766594310522104,0.024015330669493597,5.89
Pirates Nectar - R,16.58,0.0,16.58,0.007137291703436488,2.0,0.002244668911335578,0.0075768308008682715,0.016900432194405936,8.29
Pirates Nectar - S,5.89,0.0,5.89,0.0025355035062268345,1.0,0.001122334455667789,0.002691648577630526,0.006003832667373399,5.89
Banana's A Whey - R,105.48,0.0,105.48,0.04540660608434746,12.0,0.013468013468013467,0.04820290186221866,0.35294117647058826,8.790000000000001
