Name,Gross Sales Total,Item Discount Total,Sales Less Item Discounts,Percent of Total Sales,Quantity Sold,Percent of Total Quantity Sold,Percent of Major Group Sales,Percent of Family Group Sales,Average Price
Mango Hurricane - R,190.67,0.0,190.67,0.10633539679883998,23.0,0.03367496339677892,0.11362322640621181,0.25421988746966745,8.29
Strawberry Sunshine - R,165.8,0.0,165.8,0.0924655624337739,21.0,0.03074670571010249,0.09880280557061898,0.22106077171275432,7.895238095238096
Tropical Tornado - R,124.35,0.0,124.35,0.06934917182533043,15.0,0.021961932650073207,0.07410210417796423,0.16579557878456572,8.29
Hawaiian Sunset - R,49.74,0.0,49.74,0.027739668730132172,6.0,0.008784773060029283,0.02964084167118569,0.06631823151382629,8.290000000000001
Pirates Nectar - R,33.16,0.0,33.16,0.018493112486754778,4.0,0.005856515373352855,0.019760561114123793,0.04421215434255085,8.29
Very Berry - R,33.16,0.0,33.16,0.018493112486754778,4.0,0.005856515373352855,0.019760561114123793,0.04421215434255085,8.29
Mango Hurricane - S,29.45,0.0,29.45,0.01642407004628855,6.0,0.008784773060029283,0.01754971425847243,0.03926561958347777,4.908333333333333
Strawberry Sunshine - S,29.45,0.0,29.45,0.01642407004628855,5.0,0.007320644216691069,0.01754971425847243,0.03926561958347777,5.89
Very Berry - S,29.45,0.0,29.45,0.01642407004628855,5.0,0.007320644216691069,0.01754971425847243,0.03926561958347777,5.89
Hawaiian Sunset - S,23.56,0.0,23.56,0.013139256037030839,4.0,0.005856515373352855,0.014039771406777942,0.03141249566678221,5.89
Tropical Tornado - S,23.56,0.0,23.56,0.013139256037030839,4.0,0.005856515373352855,0.014039771406777942,0.03141249566678221,5.89
Pirates Nectar - S,17.67,0.0,17.67,0.00985444202777313,3.0,0.004392386530014641,0.010529828555083458,0.023559371750086662,5.890000000000001
Ripped Berry - R,96.69,0.0,96.69,0.05392337292956332,11.0,0.016105417276720352,0.057619078833673995,0.3548387096774193,8.79
Nuttin' Better - R,70.32,0.0,70.32,0.03921699849422787,8.0,0.01171303074670571,0.04190478460630836,0.25806451612903225,8.79
Banana's A Whey - R,52.74,0.0,52.74,0.029412748870670902,8.0,0.01171303074670571,0.03142858845473127,0.1935483870967742,6.5925
Strawberry Storm - R,52.74,0.0,52.74,0.029412748870670902,6.0,0.008784773060029283,0.03142858845473127,0.1935483870967742,8.790000000000001
Funky Monkey - R,41.45,0.0,41.45,0.023116390608443477,5.0,0.007320644216691069,0.024700701392654744,0.21396861449514765,8.290000000000001
Mangosicle - S ,31.74,0.0,31.74,0.01770118788689978,6.0,0.008784773060029283,0.018914360969912218,0.1638447243444146,5.29
Berry Cream Sensation - R,16.58,0.0,16.58,0.009246556243377389,2.0,0.0029282576866764276,0.009880280557061897,0.08558744579805905,8.29
Oatrageous Mocha - R,16.58,0.0,16.58,0.009246556243377389,2.0,0.0029282576866764276,0.009880280557061897,0.08558744579805905,8.29
Pineapple Freeze - R,16.58,0.0,16.58,0.009246556243377389,2.0,0.0029282576866764276,0.009880280557061897,0.08558744579805905,8.29
Funky Monkey - S,11.78,0.0,11.78,0.006569628018515419,2.0,0.0029282576866764276,0.007019885703388971,0.06080941565145571,5.89
Pineapple Freeze - S,11.78,0.0,11.78,0.006569628018515419,2.0,0.0029282576866764276,0.007019885703388971,0.06080941565145571,5.89
Oatrageous Mocha - S,10.58,0.0,10.58,0.005900395962299927,2.0,0.0029282576866764276,0.00630478698997074,0.05461490811480487,5.29
Canadian Colada - R,8.29,0.0,8.29,0.0046232781216886945,1.0,0.0014641288433382138,0.004940140278530948,0.042793722899029524,8.29
Mangosicle - R,8.29,0.0,8.29,0.0046232781216886945,1.0,0.0014641288433382138,0.004940140278530948,0.042793722899029524,8.29
Pea (Not) Butter 2.0 - R,8.29,0.0,8.29,0.0046232781216886945,1.0,0.0014641288433382138,0.004940140278530948,0.042793722899029524,8.29
Canadian Colada - S,5.89,0.0,5.89,0.0032848140092577097,1.0,0.0014641288433382138,0.0035099428516944856,0.030404707825727854,5.89
Pea (Not) Butter 2.0 - S,5.89,0.0,5.89,0.0032848140092577097,1.0,0.0014641288433382138,0.0035099428516944856,0.030404707825727854,5.89
Mind Over Matcha - R,74.32,0.0,74.32,0.04144777201494618,8.0,0.01171303074670571,0.04428844698436912,0.4444444444444444,9.29
High Impact Acai - R,65.03,0.0,65.03,0.03626680051307791,7.0,0.010248901903367497,0.03875239111132299,0.3888888888888889,9.290000000000001
Pomegranate Punch - R,18.58,0.0,18.58,0.010361943003736544,2.0,0.0029282576866764276,0.01107211174609228,0.1111111111111111,9.29
Acai Avalanche - R,9.29,0.0,9.29,0.005180971501868272,1.0,0.0014641288433382138,0.00553605587304614,0.05555555555555555,9.29
Brazilian Thunder - R,44.95,0.0,44.95,0.025068317439071997,5.0,0.007320644216691069,0.026786405973457918,0.394783066924293,8.99
Ocean Mist - R,17.98,0.0,17.98,0.0100273269756288,2.0,0.0029282576866764276,0.010714562389383167,0.1579132267697172,8.99
Pomegranate Passion - R,17.98,0.0,17.98,0.0100273269756288,2.0,0.0029282576866764276,0.010714562389383167,0.1579132267697172,8.99
Pomegranate Passion - S,11.98,0.0,11.98,0.006681166694551335,2.0,0.0029282576866764276,0.00713906882229201,0.10521693307570701,5.99
Matcha Monsoon - R,8.99,0.0,8.99,0.0050136634878144,1.0,0.0014641288433382138,0.005357281194691583,0.0789566133848586,8.99
Brazilian Thunder - S,5.99,0.0,5.99,0.0033405833472756677,1.0,0.0014641288433382138,0.003569534411146005,0.052608466537853504,5.99
Ocean Mist - S,5.99,0.0,5.99,0.0033405833472756677,1.0,0.0014641288433382138,0.003569534411146005,0.052608466537853504,5.99
Tropi-Kale - R,36.36,0.0,36.36,0.020277731303329428,4.0,0.005856515373352855,0.02166749101657241,0.3864795918367347,9.09
Spinach is in it - S,18.27,0.0,18.27,0.010189058055880875,3.0,0.004392386530014641,0.010887377911792572,0.19419642857142858,6.09
Spinach is in it - R,18.18,0.0,18.18,0.010138865651664714,2.0,0.0029282576866764276,0.010833745508286205,0.19323979591836735,9.09
Tropi-Kale - S,12.18,0.0,12.18,0.006792705370587251,2.0,0.0029282576866764276,0.007258251941195048,0.12946428571428573,6.09
Coco Crush - R,9.09,0.0,9.09,0.005069432825832357,1.0,0.0014641288433382138,0.005416872754143103,0.09661989795918367,9.09
$ Whey Protein,14.0,0.0,14.0,0.007807707322514081,8.0,0.01171303074670571,0.0083428183232127,0.7887323943661971,1.75
$ Chia Seeds,1.0,0.0,1.0,0.0005576933801795772,1.0,0.0014641288433382138,0.0005959155945151929,0.056338028169014086,1.0
$ Collagen,1.0,0.0,1.0,0.0005576933801795772,1.0,0.0014641288433382138,0.0005959155945151929,0.056338028169014086,1.0
$ Pea Protein,1.0,0.0,1.0,0.0005576933801795772,1.0,0.0014641288433382138,0.0005959155945151929,0.056338028169014086,1.0
$ Strawberry,0.75,0.0,0.75,0.0004182700351346829,1.0,0.0014641288433382138,0.0004469366958863946,0.04225352112676056,0.75
Add Blueberry,0.0,0.0,0.0,0.0,1.0,0.0014641288433382138,0.0,0.0,0.0
Add On Super Booster,0.0,0.0,0.0,0.0,1.0,0.0014641288433382138,0.0,0.0,0.0
Energy Booster,0.0,0.0,0.0,0.0,14.0,0.020497803806734993,0.0,0.0,0.0
Power Booster,0.0,0.0,0.0,0.0,4.0,0.005856515373352855,0.0,0.0,0.0
Warrior Booster,0.0,0.0,0.0,0.0,8.0,0.01171303074670571,0.0,0.0,0.0
Wilderness Booster,0.0,0.0,0.0,0.0,2.0,0.0029282576866764276,0.0,0.0,0.0
Lemon Berry - S,5.99,0.0,5.99,0.0033405833472756677,1.0,0.0014641288433382138,0.003569534411146005,1.0,5.99
Booster Ball (2),25.0,0.0,25.0,0.01394233450448943,5.0,0.007320644216691069,0.38837967997514367,0.47619047619047616,5.0
Booster Ball (3),13.5,0.0,13.5,0.007528860632424293,2.0,0.0029282576866764276,0.2097250271865776,0.2571428571428571,6.75
Booster Ball (4),8.5,0.0,8.5,0.004740393731526406,1.0,0.0014641288433382138,0.13204909119154884,0.1619047619047619,8.5
Booster Ball (1),5.5,0.0,5.5,0.003067313590987675,2.0,0.0029282576866764276,0.08544352959453161,0.10476190476190476,2.75
Lemon & Ginger Shot - D,4.29,0.0,4.29,0.0023925046009703865,1.0,0.0014641288433382138,0.06664595308373465,0.3614153327716933,4.29
Lemon Ginger Tumeric and Coconut,4.29,0.0,4.29,0.0023925046009703865,1.0,0.0014641288433382138,0.06664595308373465,0.3614153327716933,4.29
Lemon Ginger Tumeric & Coconut S,3.29,0.0,3.29,0.001834811220790809,1.0,0.0014641288433382138,0.05111076588472891,0.2771693344566133,3.29
Birthday Cake - Booster Ball,0.0,0.0,0.0,0.0,5.0,0.007320644216691069,0.0,0.0,0.0
Candy Cane - Booster Ball,0.0,0.0,0.0,0.0,3.0,0.004392386530014641,0.0,0.0,0.0
Chocolate Chip - Booster Ball,0.0,0.0,0.0,0.0,7.0,0.010248901903367497,0.0,0.0,0.0
Monster - Booster Ball,0.0,0.0,0.0,0.0,7.0,0.010248901903367497,0.0,0.0,0.0
Mango Teazer - TB,19.96,0.0,19.96,0.011131559868384362,4.0,0.005856515373352855,1.0,1.0,4.99
Pesto Chicken Panini,8.79,0.0,8.79,0.004902124811778484,1.0,0.0014641288433382138,0.6070441988950276,1.0,8.79
Chicken Quesadilla,0.0,0.0,0.0,0.0,2.0,0.0029282576866764276,0.0,0.0,0.0
Chipotle Chicken Wrap,0.0,0.0,0.0,0.0,2.0,0.0029282576866764276,0.0,0.0,0.0
Egg White & Cheese Wrap,5.69,0.0,5.69,0.0031732753332217945,1.0,0.0014641288433382138,0.3929558011049724,1.0,5.69
Drink - Bottled Water - 500 ml,12.45,0.0,12.45,0.006943282583235736,5.0,0.007320644216691069,1.0,1.0,2.4899999999999998
$ Kale,1.5,0.0,1.5,0.0008365400702693658,2.0,0.0029282576866764276,0.4,0.4,0.75
$ Spinach,1.5,0.0,1.5,0.0008365400702693658,2.0,0.0029282576866764276,0.4,0.4,0.75
$ Ginger,0.75,0.0,0.75,0.0004182700351346829,1.0,0.0014641288433382138,0.2,0.2,0.75
No Banana,0.0,0.0,0.0,0.0,2.0,0.0029282576866764276,0.0,0.0,0.0
