Name,Gross Sales Total,Item Discount Total,Sales Less Item Discounts,Percent of Total Sales,Quantity Sold,Percent of Total Quantity Sold,Percent of Major Group Sales,Percent of Family Group Sales,Average Price
Mango Hurricane - R,107.77,0.0,107.77,0.07277970245210261,13.0,0.02376599634369287,0.07613994432747877,0.20896998371209186,8.29
Strawberry Sunshine - R,107.77,0.0,107.77,0.07277970245210261,13.0,0.02376599634369287,0.07613994432747877,0.20896998371209186,8.29
Tropical Tornado - R,82.9,0.0,82.9,0.0559843865016174,10.0,0.018281535648994516,0.05856918794421444,0.16074614131699375,8.290000000000001
Very Berry - R,66.32,0.0,66.32,0.04478750920129391,8.0,0.014625228519195612,0.04685535035537154,0.12859691305359497,8.29
Mango Hurricane - S,41.23,0.0,41.23,0.02784362189941719,7.0,0.012797074954296161,0.029129163075270942,0.07994648258745056,5.89
Pirates Nectar - R,24.87,-8.29,16.58,0.011196877300323477,3.0,0.005484460694698354,0.011713837588842885,0.03214922826339874,5.526666666666666
Very Berry - S,23.56,0.0,23.56,0.01591064108538125,4.0,0.007312614259597806,0.016645236043011966,0.04568370433568603,5.89
Hawaiian Sunset - S,17.67,0.0,17.67,0.01193298081403594,3.0,0.005484460694698354,0.012483927032258977,0.034262778251764534,5.890000000000001
Tropical Tornado - S,17.67,0.0,17.67,0.01193298081403594,3.0,0.005484460694698354,0.012483927032258977,0.034262778251764534,5.890000000000001
Hawaiian Sunset - R,16.58,0.0,16.58,0.011196877300323477,2.0,0.003656307129798903,0.011713837588842885,0.03214922826339874,8.29
Strawberry Sunshine - S,11.78,0.0,11.78,0.007955320542690625,2.0,0.003656307129798903,0.008322618021505983,0.022841852167843017,5.89
Pirates Nectar - S,5.89,0.0,5.89,0.003977660271345313,1.0,0.0018281535648994515,0.004161309010752992,0.011420926083921508,5.89
Banana's A Whey - R,87.9,0.0,87.9,0.05936100812415162,10.0,0.018281535648994516,0.06210170832685705,0.3225806451612903,8.790000000000001
Nuttin' Better - R,70.32,0.0,70.32,0.04748880649932129,8.0,0.014625228519195612,0.04968136666148563,0.25806451612903225,8.79
Ripped Berry - R,52.74,0.0,52.74,0.03561660487449097,6.0,0.010968921389396709,0.03726102499611423,0.1935483870967742,8.790000000000001
Strawberry Storm - R,43.95,0.0,43.95,0.02968050406207581,5.0,0.009140767824497258,0.031050854163428523,0.16129032258064516,8.790000000000001
Banango Burst - R,17.58,0.0,17.58,0.011872201624830322,2.0,0.003656307129798903,0.012420341665371407,0.06451612903225806,8.79
Mind Over Matcha - R,92.9,0.0,92.9,0.06273762974668584,10.0,0.018281535648994516,0.06563422870949966,0.4,9.290000000000001
High Impact Acai - R,55.74,0.0,55.74,0.037642577848011505,6.0,0.010968921389396709,0.03938053722569979,0.24000000000000002,9.290000000000001
Pomegranate Punch - R,46.45,0.0,46.45,0.03136881487334292,5.0,0.009140767824497258,0.03281711435474983,0.2,9.290000000000001
Acai Avalanche - R,37.16,0.0,37.16,0.025095051898674333,4.0,0.007312614259597806,0.026253691483799857,0.15999999999999998,9.29
Brazilian Thunder - R,26.97,0.0,26.97,0.01821349703194959,3.0,0.005484460694698354,0.019054414943974224,0.20934564930528604,8.99
Pomegranate Passion - R,26.97,0.0,26.97,0.01821349703194959,3.0,0.005484460694698354,0.019054414943974224,0.20934564930528604,8.99
Matcha Monsoon - R,17.98,0.0,17.98,0.012142331354633062,2.0,0.003656307129798903,0.012702943295982818,0.13956376620352404,8.99
Pomegranate Passion - S,17.97,0.0,17.97,0.012135578111387992,3.0,0.005484460694698354,0.012695878255217532,0.13948614453155322,5.989999999999999
Brazilian Thunder - S,11.98,0.0,11.98,0.008090385407591995,2.0,0.003656307129798903,0.008463918836811688,0.09299076302103548,5.99
Matcha Monsoon - S,11.98,0.0,11.98,0.008090385407591995,2.0,0.003656307129798903,0.008463918836811688,0.09299076302103548,5.99
Ocean Mist - R,8.99,0.0,8.99,0.006071165677316531,1.0,0.0018281535648994515,0.006351471647991409,0.06978188310176202,8.99
Ocean Mist - S,5.99,0.0,5.99,0.004045192703795998,1.0,0.0018281535648994515,0.004231959418405844,0.04649538151051774,5.99
Canadian Colada - R,24.87,0.0,24.87,0.01679531595048522,3.0,0.005484460694698354,0.01757075638326433,0.23493293028528242,8.290000000000001
Funky Monkey - R,16.58,0.0,16.58,0.011196877300323477,2.0,0.003656307129798903,0.011713837588842885,0.1566219535235216,8.29
Oatrageous Mocha - R,16.58,0.0,16.58,0.011196877300323477,2.0,0.003656307129798903,0.011713837588842885,0.1566219535235216,8.29
Pineapple Freeze - R,16.58,0.0,16.58,0.011196877300323477,2.0,0.003656307129798903,0.011713837588842885,0.1566219535235216,8.29
Pea (Not) Butter 2.0 - R,8.29,0.0,8.29,0.0055984386501617385,1.0,0.0018281535648994515,0.005856918794421443,0.0783109767617608,8.29
Canadian Colada - S,5.89,0.0,5.89,0.003977660271345313,1.0,0.0018281535648994515,0.004161309010752992,0.05563952389948988,5.89
Funky Monkey - S,5.89,0.0,5.89,0.003977660271345313,1.0,0.0018281535648994515,0.004161309010752992,0.05563952389948988,5.89
Pineapple Freeze - S,5.89,0.0,5.89,0.003977660271345313,1.0,0.0018281535648994515,0.004161309010752992,0.05563952389948988,5.89
Mangosicle - S ,5.29,0.0,5.29,0.0035724656766412065,1.0,0.0018281535648994515,0.003737406564835879,0.049971660683922156,5.29
Tropi-Kale - R,45.45,0.0,45.45,0.030693490548836078,5.0,0.009140767824497258,0.032110610278221305,0.4830994897959183,9.09
Tropi-Kale - S,24.36,0.0,24.36,0.016450900544986727,4.0,0.007312614259597806,0.017210439304234784,0.2589285714285714,6.09
Spinach is in it - R,18.18,0.0,18.18,0.01227739621953443,2.0,0.003656307129798903,0.012844244111288521,0.19323979591836732,9.09
Coco Crush - S,6.09,0.0,6.09,0.004112725136246682,1.0,0.0018281535648994515,0.004302609826058696,0.06473214285714285,6.09
Lemon Berry - R,35.96,0.0,35.96,0.024284662709266124,4.0,0.007312614259597806,0.025405886591965635,0.7501042970379641,8.99
Gingerbread - S,5.99,0.0,5.99,0.004045192703795998,1.0,0.0018281535648994515,0.004231959418405844,0.12494785148101793,5.99
Lemon Berry - S,5.99,0.0,5.99,0.004045192703795998,1.0,0.0018281535648994515,0.004231959418405844,0.12494785148101793,5.99
$ Whey Protein,10.5,0.0,10.5,0.007090905407321865,6.0,0.010968921389396709,0.007418292803549476,0.5753424657534246,1.75
$ Mango,1.5,0.0,1.5,0.0010129864867602664,2.0,0.003656307129798903,0.0010597561147927823,0.0821917808219178,0.75
$ Collagen,1.0,0.0,1.0,0.0006753243245068443,1.0,0.0018281535648994515,0.0007065040765285215,0.0547945205479452,1.0
$ Hemp Hearts,1.0,0.0,1.0,0.0006753243245068443,1.0,0.0018281535648994515,0.0007065040765285215,0.0547945205479452,1.0
$ Pea Protein,1.0,0.0,1.0,0.0006753243245068443,1.0,0.0018281535648994515,0.0007065040765285215,0.0547945205479452,1.0
$ Warrior Booster,1.0,0.0,1.0,0.0006753243245068443,2.0,0.003656307129798903,0.0007065040765285215,0.0547945205479452,0.5
$ Add WowButter,0.75,0.0,0.75,0.0005064932433801332,1.0,0.0018281535648994515,0.0005298780573963911,0.0410958904109589,0.75
$ Blueberry,0.75,0.0,0.75,0.0005064932433801332,1.0,0.0018281535648994515,0.0005298780573963911,0.0410958904109589,0.75
$ Strawberry,0.75,0.0,0.75,0.0005064932433801332,1.0,0.0018281535648994515,0.0005298780573963911,0.0410958904109589,0.75
Add Blueberry,0.0,0.0,0.0,0.0,1.0,0.0018281535648994515,0.0,0.0,0.0
Add Vanilla Almond Milk,0.0,0.0,0.0,0.0,1.0,0.0018281535648994515,0.0,0.0,0.0
Combo Booster,0.0,0.0,0.0,0.0,4.0,0.007312614259597806,0.0,0.0,0.0
Density Booster,0.0,0.0,0.0,0.0,2.0,0.003656307129798903,0.0,0.0,0.0
Energy Booster,0.0,0.0,0.0,0.0,9.0,0.016453382084095063,0.0,0.0,0.0
No Skim Milk,0.0,0.0,0.0,0.0,1.0,0.0018281535648994515,0.0,0.0,0.0
Power Booster,0.0,0.0,0.0,0.0,1.0,0.0018281535648994515,0.0,0.0,0.0
Warrior Booster,0.0,0.0,0.0,0.0,2.0,0.003656307129798903,0.0,0.0,0.0
Booster Ball (2),20.0,0.0,20.0,0.013506486490136886,4.0,0.007312614259597806,0.4478280340349306,0.6779661016949152,5.0
Booster Ball (3),6.75,0.0,6.75,0.004558439190421199,1.0,0.0018281535648994515,0.15114196148678907,0.2288135593220339,6.75
Booster Ball (1),2.75,0.0,2.75,0.001857141892393822,1.0,0.0018281535648994515,0.061576354679802964,0.09322033898305085,2.75
Lemon & Ginger Shot - D,8.58,0.0,8.58,0.0057942827042687245,2.0,0.003656307129798903,0.19211822660098524,0.5659630606860159,4.29
Lemon & Ginger Shot - S,3.29,0.0,3.29,0.002221817027627518,1.0,0.0018281535648994515,0.07366771159874609,0.2170184696569921,3.29
Lemon Ginger Tumeric & Coconut S,3.29,0.0,3.29,0.002221817027627518,1.0,0.0018281535648994515,0.07366771159874609,0.2170184696569921,3.29
Chocolate Chip - Booster Ball,0.0,0.0,0.0,0.0,4.0,0.007312614259597806,0.0,0.0,0.0
Monster - Booster Ball,0.0,0.0,0.0,0.0,6.0,0.010968921389396709,0.0,0.0,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,0.0,0.0,2.0,0.003656307129798903,0.0,0.0,0.0
Mango Teazer - TB,9.98,0.0,9.98,0.006739736758578307,2.0,0.003656307129798903,1.0,1.0,4.99
Drink - Bottled Water - 500 ml,9.96,0.0,9.96,0.00672623027208817,4.0,0.007312614259597806,1.0,1.0,2.49
$ Spinach,0.75,0.0,0.75,0.0005064932433801332,1.0,0.0018281535648994515,1.0,1.0,0.75
ALLERGY: milk/dairy,0.0,0.0,0.0,0.0,1.0,0.0018281535648994515,0.0,0.0,0.0
